publication_id,publication_title,publication_doi,new_name,new_confidence_score_mention,new_confidence_score_use,new_description,new_source,new_domain
pub.1167117169,"Social Support and Associated Factors Among Men and Women in Pre-COVID Substance Use Treatment",10.1007/s10597-023-01218-7,"CSAT Government Performance and Results Act (GPRA) Client Outcome Measures Tool",8,8,"A set of standardized outcome‑measure items used by federal agencies to assess client characteristics and service outcomes.","Center for Substance Abuse Treatment (CSAT) GPRA tool","Social services / Public health evaluation"
pub.1167137797,"Food Insecurity in College Students",10.1097/tin.0000000000000336,"USDA Household Food Security Survey Module (6‑item short form)",9,9,"The USDA Household Food Security Survey Module (HFSSM) 6‑item short form is a validated questionnaire used to classify households (or individuals) as food secure, low food security, or very low food security.","US Department of Agriculture, Economic Research Service","Nutrition / Food Security"
pub.1167141836,"Investigating the linkages between food insecurity, psychological distress, and poor sleep outcomes among U.S. college students",10.1002/ajhb.24032,"USDA Food Security Survey Module 6-item short form (FSSM)",9,9,"A six‑item questionnaire developed by the United States Department of Agriculture to assess household food security status.","United States Department of Agriculture (USDA)","Public health / Nutrition"
pub.1167141836,"Investigating the linkages between food insecurity, psychological distress, and poor sleep outcomes among U.S. college students",10.1002/ajhb.24032,"Kessler-6 Psychological Distress Scale (K6)",9,9,"A six‑item self‑report scale measuring non‑clinical psychological distress, yielding a score from 0‑24.","Kessler et al., 2002 (original developers)","Psychology / Public health"
pub.1167141836,"Investigating the linkages between food insecurity, psychological distress, and poor sleep outcomes among U.S. college students",10.1002/ajhb.24032,"Pittsburgh Sleep Quality Index (PSQI)",9,9,"A 19‑item questionnaire that yields a global score (0‑21) assessing seven components of sleep quality.","Buysse et al., 1989 (original developers)","Sleep medicine / Public health"
pub.1167141836,"Investigating the linkages between food insecurity, psychological distress, and poor sleep outcomes among U.S. college students",10.1002/ajhb.24032,"Childhood Food Insecurity (CFI) Measure (Nettle et al., 2019)",9,9,"A 20‑item retrospective questionnaire assessing frequency of food‑insecurity experiences before age 12.","Nettle et al., 2019","Nutrition / Public health"
pub.1167141836,"Investigating the linkages between food insecurity, psychological distress, and poor sleep outcomes among U.S. college students",10.1002/ajhb.24032,"UTSA College Student Survey Dataset (2022)",8,9,"Primary dataset consisting of self‑reported sociodemographic, food‑security, psychological distress, and sleep‑quality variables collected via Qualtrics from University of Texas San Antonio students in Fall 2022.","Authors’ own data collection effort","Public health / Education"
pub.1167141836,"Investigating the linkages between food insecurity, psychological distress, and poor sleep outcomes among U.S. college students",10.1002/ajhb.24032,"Study on Global Ageing and Adult Health (SAGE)",6,2,"A large, multi‑country longitudinal survey of health, nutrition, and aging in middle‑income nations.","World Health Organization (WHO)","Epidemiology / Public health"
pub.1167197442,"FOOD INSECURITY AMONG OLDER ADULTS IN THE UNITED STATES DURING THE COVID-19 PANDEMIC",10.1093/geroni/igad104.0289,"National Health and Nutrition Examination Survey (NHANES)",9,9,"A series of cross‑sectional, nationally representative health and nutrition examinations conducted by the U.S. CDC.","U.S. Centers for Disease Control and Prevention (CDC)","Public health / nutrition epidemiology"
pub.1167197442,"FOOD INSECURITY AMONG OLDER ADULTS IN THE UNITED STATES DURING THE COVID-19 PANDEMIC",10.1093/geroni/igad104.0289,"US Census Bureau Household Pulse Survey",9,9,"A rapid, high‑frequency survey launched by the U.S. Census Bureau to collect data on the social and economic impacts of the COVID‑19 pandemic.","U.S. Census Bureau","Social science / public health"
pub.1167197442,"FOOD INSECURITY AMONG OLDER ADULTS IN THE UNITED STATES DURING THE COVID-19 PANDEMIC",10.1093/geroni/igad104.0289,"Nurses' Health Study (NHS)",9,9,"A long‑running prospective cohort study of female registered nurses in the United States, collecting detailed health, dietary, and lifestyle information.","Harvard T.H. Chan School of Public Health (originally) and affiliated institutions","Epidemiology / nutrition"
pub.1167216406,"Psychosocial and structural stressors and engagement in medical care among young sexual minority men across racial identities",10.1080/08964289.2023.2277931,"National Health and Nutrition Examination Survey (NHANES)",9.5,1,"A continuous, cross‑sectional survey of health and nutrition status of the U.S. civilian non‑institutionalized population.","U.S. National Center for Health Statistics (NCHS)","Public health / epidemiology"
pub.1167216406,"Psychosocial and structural stressors and engagement in medical care among young sexual minority men across racial identities",10.1080/08964289.2023.2277931,"National Health Interview Survey (NHIS)",9.5,1,"A cross‑sectional household interview survey that collects information on the health of the U.S. civilian non‑institutionalized population.","U.S. National Center for Health Statistics (NCHS)","Public health / epidemiology"
pub.1167216406,"Psychosocial and structural stressors and engagement in medical care among young sexual minority men across racial identities",10.1080/08964289.2023.2277931,"National Survey of Family Growth (NSFG)",8.5,1,"A periodic survey that collects information on family life, marriage and divorce, pregnancy, infertility, use of contraception, and men’s and women’s health.","U.S. National Center for Health Statistics (NCHS)","Public health / demography"
pub.1167216406,"Psychosocial and structural stressors and engagement in medical care among young sexual minority men across racial identities",10.1080/08964289.2023.2277931,"Behavioral Risk Factor Surveillance System (BRFSS)",8,1,"A state‑based telephone survey that collects data about health‑related risk behaviors, chronic health conditions, and use of preventive services.","Centers for Disease Control and Prevention (CDC)","Public health / epidemiology"
pub.1167216406,"Psychosocial and structural stressors and engagement in medical care among young sexual minority men across racial identities",10.1080/08964289.2023.2277931,"2003‑2016 NHANES (National Health and Nutrition Examination Survey)",7.5,1,"Specific waves of the NHANES dataset covering years 2003 through 2016.","U.S. National Center for Health Statistics (NCHS)","Public health / nutrition"
pub.1167222372,"Role of Gardening in Mental Health, Food Security, and Economic Well-Being in Resettled Refugees: A Mixed Methods Study",10.1177/23315024231216112,"Refugee Health Screener (RHS‑15)",9,9,"A 15‑item self‑report instrument validated for screening mental‑health distress among refugee populations.","Hollifield et al. 2013","Mental health / Public health"
pub.1167222372,"Role of Gardening in Mental Health, Food Security, and Economic Well-Being in Resettled Refugees: A Mixed Methods Study",10.1177/23315024231216112,"USDA Adult Food Security Survey Module (2012)",8.5,8.5,"Standardized questionnaire module developed by the United States Department of Agriculture to assess food‑security status at the household level.","USDA 2012","Food security / Public health"
pub.1167282998,"Non-bank credit and food hardship: The association between payday loans, pawn loans, rent-to-own contracts and food hardship in households with children",10.1016/j.childyouth.2023.107418,"Current Population Survey Food Security Supplement (CPS‑FSS)",10,10,"The Food Security Supplement of the Current Population Survey provides detailed USDA food‑security module responses for U.S. households.","U.S. Census Bureau / USDA","Food security, household economics"
pub.1167282998,"Non-bank credit and food hardship: The association between payday loans, pawn loans, rent-to-own contracts and food hardship in households with children",10.1016/j.childyouth.2023.107418,"Unbanked and Underbanked Supplement (CPS‑UUS)",9,7,"A CPS‑based supplement that captures information on households’ banking status and use of alternative financial services.","U.S. Census Bureau (CPS) with supplemental questions on banking status","Financial inclusion, household finance"
pub.1167315150,"Household Food Insecurity and Maternal-Toddler Fruit and Vegetable Dietary Concordance",10.1016/j.jneb.2023.10.018,"Household Food Security Survey Module (HFSSM)",9,9,"A 10‑item questionnaire administered by the USDA to assess household-level food security over the past 12 months; the standard instrument for measuring food insecurity in the United States.","US Department of Agriculture (USDA)","Public health / Nutrition / Social determinants of health"
